Preco,Preco_Predito,Erro,Erro_Absoluto
,3315,,
26701,28215,-1514,1514
4704,5208,-504,504
37633,24767,12866,12866
314,3006,-2692,2692
24543,23177,1366,1366
28225,11364,16861,16861
4547,8530,-3983,3983
18503,21287,-2784,2784
,22204,,
1176,3948,-2772,2772
43278,38935,4343,4343
7500,6094,1406,1406
11200,21541,-10341,10341
14269,16211,-1942,1942
13485,20059,-6574,6574
6899,5818,1081,1081
19444,13171,6273,6273
7213,7529,-316,316
16308,17857,-1549,1549
8781,9697,-916,916
6115,6384,-269,269
10976,10679,297,297
7213,21348,-14135,14135
1490,9596,-8106,8106
4000,9839,-5839,5839
4077,2545,1532,1532
51075,45953,5122,5122
7683,8772,-1089,1089
14294,13959,335,335
706,1175,-469,469
19121,19597,-476,476
26657,28260,-1603,1603
13015,7878,5137,5137
39515,28743,10772,10772
18817,29830,-11013,11013
7370,6686,684,684
627,4596,-3969,3969
5488,4729,759,759
3607,3164,443,443
8781,14125,-5344,5344
14800,17389,-2589,2589
23339,22573,766,766
549,3036,-2487,2487
,15509,,
20385,47924,-27539,27539
14113,24206,-10093,10093
706,1520,-814,814
1725,2648,-923,923
13702,15184,-1482,1482
,6414,,
3200,11219,-8019,8019
18503,20857,-2354,2354
5959,6547,-588,588
2200,7252,-5052,5052
,6225,,
5018,4451,567,567
941,2775,-1834,1834
14113,18236,-4123,4123
22894,44694,-21800,21800
12544,18056,-5512,5512
34127,29137,4990,4990
24148,19721,4427,4427
1176,6635,-5459,5459
15053,12059,2994,2994
120,63285,-63165,63165
44843,41322,3521,3521
11290,9351,1939,1939
10500,8593,1907,1907
8311,7650,661,661
12544,9494,3050,3050
51432,40204,11228,11228
18817,20789,-1972,1972
2900,4753,-1853,1853
6586,9646,-3060,3060
7370,4653,2717,2717
7213,6697,516,516
17415,15281,2134,2134
23834,16698,7136,7136
8963,9434,-471,471
784,6180,-5396,5396
2352,9522,-7170,7170
627,6465,-5838,5838
40424,72950,-32526,32526
12585,22303,-9718,9718
9888,16237,-6349,6349
2587,3428,-841,841
7997,12888,-4891,4891
941,2726,-1785,1785
6429,7638,-1209,1209
27190,17619,9571,9571
941,3592,-2651,2651
14113,10200,3913,3913
97219,47635,49584,49584
94,4513,-4419,4419
13642,17695,-4053,4053
2200,6166,-3966,3966
44611,46935,-2324,2324
549,3096,-2547,2547
10349,11172,-823,823
29793,24125,5668,5668
6586,1684,4902,4902
11290,8534,2756,2756
13799,13699,100,100
14113,12752,1361,1361
7213,8321,-1108,1108
10117,15030,-4913,4913
706,8175,-7469,7469
392,3079,-2687,2687
5488,6778,-1290,1290
11102,9350,1752,1752
30,6171,-6141,6141
4077,8528,-4451,4451
28523,15603,12920,12920
5645,7405,-1760,1760
26657,3686,22971,22971
37291,43531,-6240,6240
58332,67525,-9193,9193
4547,4619,-72,72
51118,36935,14183,14183
18503,20879,-2376,2376
13172,4962,8210,8210
13485,23201,-9716,9716
13485,14049,-564,564
314,3006,-2692,2692
1411,2240,-829,829
1411,2563,-1152,1152
7213,10079,-2866,2866
88438,75258,13180,13180
627,1048,-421,421
12231,9824,2407,2407
11274,13488,-2214,2214
17042,22107,-5065,5065
18779,22920,-4141,4141
784,2492,-1708,1708
6743,6955,-212,212
31659,45314,-13655,13655
3136,6467,-3331,3331
29144,44109,-14965,14965
5488,5151,337,337
3136,3085,51,51
22580,30352,-7772,7772
41811,39193,2618,2618
15125,20179,-5054,5054
,10017,,
30750,31435,-685,685
5645,6362,-717,717
2600,5921,-3321,3321
29793,18754,11039,11039
56814,47966,8848,8848
18503,22884,-4381,4381
15423,14430,993,993
26030,16225,9805,9805
30,1836,-1806,1806
5645,9181,-3536,3536
3450,2212,1238,1238
,14259,,
38229,40825,-2596,2596
9722,18477,-8755,8755
10506,9554,952,952
24000,32398,-8398,8398
470,5532,-5062,5062
3607,5684,-2077,2077
36065,24861,11204,11204
17249,22536,-5287,5287
21012,15670,5342,5342
64290,45859,18431,18431
7840,9027,-1187,1187
5018,1753,3265,3265
60,15999,-15939,15939
17634,16644,990,990
19757,40771,-21014,21014
18817,14875,3942,3942
21326,6992,14334,14334
14113,13763,350,350
10976,8043,2933,2933
31797,39447,-7650,7650
11133,8397,2736,2736
8781,6837,1944,1944
9879,5711,4168,4168
42883,53676,-10793,10793
14113,14119,-6,6
706,2004,-1298,1298
7213,6067,1146,1146
28755,41486,-12731,12731
3607,5150,-1543,1543
9722,6973,2749,2749
11917,10614,1303,1303
21326,21215,111,111
25402,29302,-3900,3900
470,2006,-1536,1536
7213,7618,-405,405
61154,43661,17493,17493
,11225,,
24462,25417,-955,955
11290,42713,-31423,31423
14113,16216,-2103,2103
7527,7578,-51,51
500,15354,-14854,14854
8300,5091,3209,3209
7997,4454,3543,3543
13799,1585,12214,12214
28225,18664,9561,9561
3763,4509,-746,746
36065,19699,16366,16366
549,1968,-1419,1419
2587,2954,-367,367
13485,13866,-381,381
18817,17749,1068,1068
7500,9247,-1747,1747
22075,19491,2584,2584
22197,18699,3498,3498
34811,24481,10330,10330
13808,15305,-1497,1497
50037,43142,6895,6895
6743,10764,-4021,4021
6586,9626,-3040,3040
1176,4101,-2925,2925
470,1774,-1304,1304
37633,45660,-8027,8027
26017,25897,120,120
,7714,,
19444,22059,-2615,2615
8467,8770,-303,303
15681,29399,-13718,13718
8781,15329,-6548,6548
19130,28123,-8993,8993
8781,9364,-583,583
7840,8417,-577,577
29793,23073,6720,6720
,3745,,
50,9850,-9800,9800
470,1529,-1059,1059
5802,5158,644,644
8467,7253,1214,1214
15681,14379,1302,1302
26108,22765,3343,3343
5331,6361,-1030,1030
470,2703,-2233,2233
,16919,,
,14872,,
,8402,,
,4839,,
,2925,,
,30152,,
,1175,,
,10635,,
,12005,,
,6973,,
,29789,,
,2531,,
,22782,,
,2294,,
,6641,,
,30035,,
,3669,,
,6068,,
,80837,,
,20424,,
,4317,,
,2670,,
,2670,,
,38266,,
,3757,,
,3015,,
,9547,,
,1302,,
,8721,,
,10826,,
,3745,,
,42871,,
,7100,,
,9067,,
,16833,,
,20561,,
,34087,,
,2972,,
,3545,,
,6944,,
,19035,,
,14942,,
,16772,,
,26960,,
,9332,,
,20292,,
,2579,,
,4019,,
,19753,,
,19297,,
,31564,,
,13594,,
,13962,,
,44292,,
,1174,,
,9551,,
,16270,,
,15532,,
,42578,,
,4640,,
,42732,,
,45717,,
,1688,,
,31614,,
,47298,,
,40745,,
,18519,,
,23388,,
,3358,,
,17283,,
,4516,,
,28360,,
,2731,,
,26688,,
,3395,,
,35856,,
,3215,,
,8252,,
,142486,,
,59914,,
,26635,,
,55585,,
,2355,,
,15803,,
,9653,,
,12642,,
,4350,,
,40996,,
,22514,,
,7695,,
,18693,,
,8074,,
,15576,,
,62095,,
,23269,,
,6778,,
,16124,,
,23959,,
,22638,,
,16128,,
,5246,,
,2580,,
,2231,,
,39926,,
,18417,,
,16166,,
,17387,,
,4951,,
,15343,,
,16368,,
,44649,,
,31790,,
,3456,,
,67418,,
,21307,,
,5326,,
,8756,,
,3315,,
,25358,,
,17092,,
,13927,,
,15371,,
,15132,,
,3877,,
,11509,,
,19851,,
,5307,,
,15913,,
,5704,,
,47306,,
,14656,,
,16077,,
,21179,,
,2008,,
,7350,,
,6994,,
,38397,,
,24191,,
,15469,,
,7051,,
,29136,,
,25397,,
,39926,,
,2275,,
,7605,,
,23357,,
,17475,,
,93731,,
,5396,,
,26089,,
,5771,,
,16049,,
,1584,,
,29580,,
,24899,,
,25663,,
,14017,,
,18217,,
,8367,,
,62465,,
,12260,,
,35379,,
,2885,,
,58378,,
,9540,,
,18090,,
,31652,,
,3256,,
,7623,,
,6967,,
,7856,,
,4426,,
,19132,,
,8849,,
,24945,,
,14442,,
,4003,,
,3800,,
,7072,,
,15941,,
,24944,,
,9855,,
,43673,,
,10377,,
,3084,,
,2004,,
,8414,,
,18006,,
,1089,,
,4255,,
,18782,,
,13868,,
,2713,,
,8036,,
,40884,,
,30543,,
,13778,,
,23821,,
,6481,,
,4169,,
,18370,,
,15315,,
,3363,,
,13838,,
,9265,,
,2638,,
,7028,,
,6341,,
,15838,,
,2525,,
,36455,,
,9416,,
,15477,,
,24034,,
,3408,,
,1709,,
,14954,,
,18105,,
,14160,,
,4361,,
,14938,,
,30573,,
,19315,,
,9904,,
,7514,,
,71032,,
,9301,,
,31354,,
,16097,,
,7175,,
,1280,,
,9134,,
,4513,,
,18994,,
,6036,,
,9554,,
,6656,,
,19359,,
,19787,,
,3491,,
,16650,,
,11086,,
,12888,,
,2025,,
,4421,,
,3198,,
,5968,,
,15638,,
,3547,,
,2776,,
,22551,,
,4219,,
,2336,,
,16982,,
,3997,,
,32788,,
,20603,,
,48959,,
,31475,,
,36091,,
,16016,,
,6973,,
,9233,,
,11101,,
,10191,,
,8553,,
,117155,,
,12262,,
,18918,,
,9274,,
,17283,,
,1774,,
,7661,,
,4799,,
,33465,,
,30429,,
,2977,,
,11286,,
,42656,,
,9253,,
,12836,,
,9906,,
,19713,,
,3262,,
,34261,,
,8619,,
,5974,,
,4795,,
,9961,,
,42064,,
,14976,,
,4032,,
,10627,,
,4310,,
,17537,,
,15783,,
,3401,,
,1784,,
,46822,,
,17606,,
,2569,,
,10748,,
,24880,,
,4465,,
,2563,,
,3462,,
,4163,,
,34289,,
,13560,,
,41686,,
,36018,,
,33525,,
,3568,,
,3135,,
,45177,,
,36713,,
,9432,,
,56316,,
,124087,,
,11118,,
,4203,,
,35156,,
,42281,,
,6323,,
,9573,,
,13702,,
,14434,,
,4078,,
,12576,,
,15618,,
,24614,,
,6380,,
,5616,,
,1905,,
,54111,,
,35629,,
,110224,,
,15407,,
,2618,,
,16214,,
,9710,,
,1499,,
,3694,,
,9471,,
,42912,,
,16718,,
,49284,,
,39438,,
,29704,,
,36829,,
,52247,,
,3837,,
,19590,,
,33017,,
,4049,,
,8319,,
,21782,,
,17968,,
,11281,,
,21758,,
,61321,,
,4583,,
,40666,,
,95003,,
,6978,,
,13920,,
,8640,,
,16216,,
,8757,,
,40767,,
,18500,,
,4631,,
,17476,,
,10352,,
,5471,,
,23803,,
,24805,,
,172339,,
,1232,,
,4451,,
,4118,,
,9394,,
,15693,,
,5267,,
,5898,,
,1499,,
,14050,,
,19383,,
,6068,,
,42397,,
,33168,,
,2415,,
,20171,,
,10171,,
,26129,,
,25335,,
,16301,,
,36863,,
,42713,,
,9918,,
,23602,,
,13861,,
,4094,,
,22829,,
,14489,,
,26897,,
,16938,,
,22911,,
,2434,,
,17384,,
,27496,,
,21869,,
,4042,,
,5326,,
,14351,,
,86782,,
,23045,,
,15993,,
,11328,,
,17740,,
,31469,,
,35815,,
,3637,,
,15974,,
,39926,,
,26365,,
,109665,,
,15953,,
,40651,,
,3844,,
,2231,,
,25083,,
,26667,,
,7089,,
,7558,,
,113117,,
,36431,,
,9941,,
,15825,,
,1705,,
,19052,,
,21503,,
,6312,,
,20468,,
,33880,,
,7606,,
,13596,,
,15486,,
,15328,,
,39075,,
,3394,,
,20658,,
,9220,,
,9591,,
,3977,,
,8250,,
,32531,,
,6632,,
,13385,,
,3567,,
,21123,,
,9355,,
,6188,,
,11740,,
,36720,,
,1422,,
,43082,,
,10534,,
,1316,,
,78524,,
,31670,,
,16274,,
,3612,,
,24471,,
,16939,,
,14569,,
,49178,,
,24599,,
,32978,,
,1499,,
,18689,,
,12468,,
,2670,,
,7798,,
,85351,,
,1110,,
,73381,,
,17427,,
,10695,,
,11021,,
,4876,,
,2618,,
,4234,,
,15864,,
,16318,,
,3925,,
,12658,,
,14613,,
,12946,,
,29867,,
,27432,,
,1920,,
,20317,,
,13433,,
,39532,,
,30142,,
,47584,,
,16527,,
,15698,,
,13034,,
,42522,,
,10290,,
,19058,,
,22734,,
,6946,,
,12233,,
,33954,,
,7856,,
,10529,,
,15770,,
,11440,,
,19938,,
,47207,,
,28922,,
,10028,,
,12342,,
,25291,,
,38415,,
,6355,,
,73063,,
,16512,,
,10504,,
,4162,,
,15008,,
,1175,,
,25696,,
,17547,,
,2726,,
,19119,,
,8679,,
,6903,,
,9303,,
,2742,,
,12134,,
,10019,,
,28814,,
,10766,,
,1175,,
,3345,,
,3328,,
,99385,,
,9934,,
,1705,,
,39673,,
,6724,,
,18775,,
,37429,,
,8296,,
,40192,,
,18168,,
,15820,,
,11948,,
,2703,,
,10220,,
,21599,,
,18301,,
,105435,,
,5849,,
,4528,,
,13693,,
,137991,,
,16087,,
,31969,,
,28762,,
,17308,,
,14149,,
,1499,,
,21082,,
,45008,,
,8431,,
,6986,,
,15328,,
,4539,,
,14897,,
,17650,,
,4699,,
,12117,,
,22229,,
,5247,,
,3682,,
,6724,,
,44353,,
,1934,,
,6973,,
,3531,,
,20845,,
,28116,,
,67599,,
,9257,,
,21971,,
,7507,,
,28365,,
,38426,,
,14753,,
,11034,,
,19988,,
,26219,,
,22651,,
,15430,,
,15751,,
,17461,,
,21501,,
,20227,,
,29211,,
,19918,,
,19468,,
,17865,,
,3529,,
,11434,,
,5331,,
,16085,,
,4420,,
,8689,,
,1824,,
,4353,,
,22383,,
,33307,,
,38318,,
,1545,,
,8813,,
,17420,,
,18522,,
,19851,,
,35198,,
,10975,,
,6154,,
,8228,,
,18202,,
,9822,,
,3286,,
,874,,
,16152,,
,29863,,
,1484,,
,3758,,
,28964,,
,18046,,
,5350,,
,8397,,
,33229,,
,20735,,
,4289,,
,2533,,
,1537,,
,19183,,
,17037,,
,1824,,
,37346,,
,10426,,
,3206,,
,20301,,
,25166,,
,91671,,
,11285,,
,12504,,
,6945,,
,7110,,
,21171,,
,9349,,
,3296,,
,22202,,
,3299,,
,22436,,
,15446,,
,10050,,
,40688,,
,24445,,
,1770,,
,8383,,
,37236,,
,6973,,
,14005,,
,15097,,
,45355,,
,92299,,
,9898,,
,5766,,
,11096,,
,26543,,
,5252,,
,2562,,
,5685,,
,2427,,
,15474,,
,32737,,
,8803,,
,1464,,
,3084,,
,14903,,
,5020,,
,5846,,
,4214,,
,19834,,
,15122,,
,21445,,
,23020,,
,89059,,
,8066,,
,3078,,
,3366,,
,24277,,
,22200,,
,4451,,
,8412,,
,22444,,
,3637,,
,34959,,
,1834,,
,42662,,
,12355,,
,12906,,
,18199,,
,11295,,
,18124,,
,1774,,
,1844,,
,12215,,
,3395,,
,3861,,
,4640,,
,26226,,
,16420,,
,51867,,
,15962,,
,3660,,
,21417,,
,24336,,
,5022,,
,5997,,
,7609,,
,17536,,
,3159,,
,10916,,
,8239,,
,3256,,
,50390,,
,33242,,
,75228,,
,1438,,
,23577,,
,3141,,
,12584,,
,2144,,
,3394,,
,6149,,
,145092,,
,7139,,
,12850,,
,19007,,
,1857,,
,18926,,
,17928,,
,17141,,
,5344,,
,10011,,
,24360,,
,6844,,
,6501,,
,2687,,
,3678,,
,23762,,
,11754,,
,22638,,
,20336,,
,46259,,
,15474,,
,59122,,
,7946,,
,12500,,
,29260,,
,22680,,
,7803,,
,49243,,
,6200,,
,4315,,
,1530,,
,19238,,
,6572,,
,7083,,
,8046,,
,3948,,
,21636,,
,5525,,
,18936,,
,83654,,
,6989,,
,7624,,
,17703,,
,6468,,
,17579,,
,13539,,
,9413,,
,6944,,
,2476,,
,3289,,
,13410,,
,18121,,
,7018,,
,16710,,
,17510,,
,4714,,
,4069,,
,16243,,
,5560,,
,23139,,
,13742,,
,28219,,
,18429,,
,3553,,
,5331,,
,21600,,
,13432,,
,3637,,
,15589,,
,3042,,
,1310,,
,13360,,
,10919,,
,2828,,
,4716,,
,29331,,
,2714,,
,15969,,
,21098,,
,35869,,
,8397,,
,19764,,
,12168,,
,6298,,
,42168,,
,82236,,
,11596,,
,16782,,
,45812,,
,9658,,
,47362,,
,15686,,
,1175,,
,1607,,
,5602,,
,6807,,
,9600,,
,6200,,
,55731,,
,15303,,
,17658,,
,14572,,
,9434,,
,6855,,
,16129,,
,17861,,
,43042,,
,22608,,
,2240,,
,20400,,
,17078,,
,15349,,
,2776,,
,10376,,
,10640,,
,9432,,
,7340,,
,6833,,
,11320,,
,30538,,
,14954,,
,14466,,
,37019,,
,27400,,
,11221,,
,14491,,
,3977,,
,5899,,
,22968,,
,1499,,
,35871,,
,6494,,
,4528,,
,6181,,
,40333,,
,13276,,
,22305,,
,13015,,
,68715,,
,3143,,
,5020,,
,2908,,
,15797,,
,14284,,
,36926,,
,2681,,
,16927,,
,156442,,
,4089,,
,35236,,
,11404,,
,14680,,
,14242,,
,3603,,
,3869,,
,22565,,
,2705,,
,22101,,
,46821,,
,37069,,
,6293,,
,27164,,
,2899,,
,6306,,
,4030,,
,3019,,
,662,,
,21222,,
,24805,,
,6675,,
,14682,,
,11494,,
,16606,,
,19851,,
,48041,,
,10111,,
,16237,,
,6176,,
,2086,,
,4995,,
,33924,,
,1895,,
,17461,,
,35185,,
,3019,,
,3070,,
,45582,,
,3718,,
,6882,,
,11911,,
,13235,,
,3879,,
,6830,,
,4051,,
,34084,,
,50382,,
,22689,,
,18908,,
,3155,,
,20130,,
,21201,,
,11951,,
,17012,,
,7665,,
,9573,,
,1859,,
,40749,,
,32821,,
,10685,,
,5887,,
,2046,,
,1096,,
,11221,,
,3771,,
,19745,,
,89916,,
,19018,,
,7088,,
,3930,,
,8982,,
,23699,,
,4716,,
,14362,,
,16023,,
,8166,,
,26169,,
,10002,,
,43405,,
,10161,,
,16181,,
,32818,,
,18366,,
,14426,,
,31426,,
,1824,,
,13840,,
,20205,,
,31661,,
,2562,,
,33704,,
,5879,,
,15928,,
,9709,,
,13635,,
,11439,,
,12464,,
,1607,,
,18619,,
,24413,,
,38694,,
,38169,,
,6183,,
,28650,,
,19374,,
,33322,,
,13207,,
,16671,,
,15857,,
,14546,,
,8921,,
,15713,,
,4111,,
,19729,,
,11250,,
,28851,,
,6029,,
,11327,,
,19113,,
,31108,,
,6205,,
,4643,,
,34500,,
,14972,,
,6926,,
,16880,,
,7295,,
,16554,,
,36389,,
,35185,,
,49463,,
,11154,,
,1995,,
,6689,,
,18245,,
,8165,,
,59710,,
,23073,,
,20800,,
,27154,,
,16526,,
,5795,,
,6896,,
,36666,,
,4643,,
,4795,,
,15348,,
,6212,,
,28047,,
,27276,,
,3738,,
,2735,,
,5969,,
,17839,,
,8014,,
,13418,,
,17403,,
,31345,,
,13482,,
,27294,,
,33784,,
,49244,,
,29181,,
,5619,,
,10703,,
,909,,
,14308,,
,18238,,
,3162,,
,42038,,
,22632,,
,71909,,
,14498,,
,4508,,
,4789,,
,29969,,
,47067,,
,5272,,
,10529,,
,3541,,
,5510,,
,31848,,
,67599,,
,15598,,
,4292,,
,43931,,
,26770,,
,6605,,
,21403,,
,24152,,
,24507,,
,25148,,
,38848,,
,550014,,
,4177,,
,4678,,
,7855,,
,10916,,
,2054,,
,15116,,
,3930,,
,18950,,
,18387,,
,5939,,
,9276,,
,3988,,
,6072,,
,10312,,
,35185,,
,3681,,
,46784,,
,5421,,
,6742,,
,43088,,
,2231,,
,22454,,
,16103,,
,9545,,
,9961,,
,14545,,
,18368,,
,32189,,
,9686,,
,7881,,
,16079,,
,5619,,
,13449,,
,42814,,
,14863,,
,8744,,
,22730,,
,5685,,
,24473,,
,10666,,
,30218,,
,29559,,
,20789,,
,30245,,
,9715,,
,1636,,
,8913,,
,23073,,
,51719,,
,19851,,
,1206,,
,30359,,
,4651,,
,3012,,
,18777,,
,8594,,
,13948,,
,47955,,
,38076,,
,3973,,
,2649,,
,17536,,
,13191,,
,15230,,
,77267,,
,18177,,
,35185,,
,6200,,
,18099,,
,13330,,
,12327,,
,24896,,
,5830,,
,22597,,
,25854,,
,38935,,
,16294,,
,29219,,
,1048,,
,4465,,
,14198,,
,43065,,
,15996,,
,9441,,
,15714,,
,3745,,
,10084,,
,1144,,
,27043,,
,47217,,
,3705,,
,19230,,
,5229,,
,6835,,
,22252,,
,14395,,
,15337,,
,3402,,
,8915,,
,21916,,
,15455,,
,42425,,
,21406,,
,6973,,
,7544,,
,25210,,
,31758,,
,8116,,
,47718,,
,9027,,
,43559,,
,2025,,
,18410,,
,52590,,
,15732,,
,15030,,
,19653,,
,5399,,
,43178,,
,3576,,
,23097,,
,14908,,
,10658,,
,10509,,
,5829,,
,4694,,
,42025,,
,25335,,
,25274,,
,15375,,
,39515,,
,19244,,
,16110,,
,31599,,
,20926,,
,3158,,
,33160,,
,1774,,
,4581,,
,1941,,
,3740,,
,8674,,
,18400,,
,3363,,
,24567,,
,912,,
,17675,,
,19184,,
,5694,,
,5185,,
,29161,,
,44111,,
,21805,,
,12500,,
,14559,,
,6528,,
,39718,,
,15596,,
,21612,,
,19260,,
,16049,,
,7161,,
,12670,,
,24454,,
,2196,,
,3565,,
,24992,,
,16781,,
,47062,,
,46205,,
,30133,,
,9721,,
,2562,,
,19734,,
,524,,
,5306,,
,78172,,
,16148,,
,3157,,
,35029,,
,20059,,
,14984,,
,10483,,
,17875,,
,10636,,
,63427,,
,9847,,
,9151,,
,7694,,
,2609,,
,3420,,
,3870,,
,39184,,
,13719,,
,13830,,
,4755,,
,32435,,
,3680,,
,20444,,
,33192,,
,11185,,
,6718,,
,51719,,
,36005,,
,3997,,
,45097,,
,11606,,
,9542,,
,3821,,
,17146,,
,13455,,
,8952,,
,10673,,
,19001,,
,10162,,
,60590,,
,17921,,
,156442,,
,13202,,
,6767,,
,4886,,
,22317,,
,31383,,
,44649,,
,2865,,
,12260,,
,21174,,
,44401,,
,3070,,
,3275,,
,29103,,
,15796,,
,38802,,
,23909,,
,10876,,
,10266,,
,11002,,
,6020,,
,33205,,
,18417,,
,5379,,
,13992,,
,3384,,
,6977,,
,3207,,
,23192,,
,29814,,
,35601,,
,3944,,
,15653,,
,3040,,
,6895,,
,5466,,
,6504,,
,47336,,
,17302,,
,3928,,
,3442,,
,19524,,
,33098,,
,7689,,
,15717,,
,18340,,
,6228,,
,6160,,
,8491,,
,5121,,
,10267,,
,21899,,
,20624,,
,13445,,
,42285,,
,3541,,
,45931,,
,1611,,
,7548,,
,15719,,
,17461,,
,4398,,
,40474,,
,15828,,
,37829,,
,40312,,
,17108,,
,17917,,
,38071,,
,15515,,
,16545,,
,47564,,
,12737,,
,3295,,
,64802,,
,16119,,
,5115,,
,5210,,
,4419,,
,32926,,
,7303,,
,18457,,
,34844,,
,22793,,
,2367,,
,14451,,
,15622,,
,35906,,
,13433,,
,15991,,
,19530,,
,6402,,
,14506,,
,30269,,
,23938,,
,28957,,
,6259,,
,7768,,
,11199,,
,2908,,
,10034,,
,19224,,
,8952,,
,21029,,
,13633,,
,7419,,
,92684,,
,30449,,
,43082,,
,9830,,
,16740,,
,4499,,
,8014,,
,32788,,
,6228,,
,2624,,
,1953,,
,2492,,
,3389,,
,4526,,
,9052,,
,18742,,
,28421,,
,10171,,
,15626,,
,3630,,
,23479,,
,14517,,
,38415,,
,16278,,
,34618,,
,2802,,
,15737,,
,17126,,
,9010,,
,22307,,
,3204,,
,15639,,
,9985,,
,36720,,
,7892,,
,13996,,
,19600,,
,24926,,
,10481,,
,42691,,
,28500,,
,11026,,
,21658,,
,11873,,
,22759,,
,17497,,
,7881,,
,5234,,
,36329,,
,13732,,
,3022,,
,11294,,
,47830,,
,73770,,
,6590,,
,33945,,
,15614,,
,2797,,
,1996,,
,43110,,
,32334,,
,41660,,
,16858,,
,21196,,
,57480,,
,7870,,
,13942,,
,4680,,
,33665,,
,18509,,
,1582,,
,9293,,
,17483,,
,6191,,
,24260,,
,3837,,
,25889,,
,13117,,
,17556,,
,3086,,
,12162,,
,4729,,
,66992,,
,16690,,
,6550,,
,42364,,
,40794,,
,20976,,
,7606,,
,1650,,
,16530,,
,12177,,
,9364,,
,17157,,
,42713,,
,22722,,
,13538,,
,15213,,
,9647,,
,15898,,
,2476,,
,22834,,
,8367,,
,4279,,
,57915,,
,7926,,
,32978,,
,7372,,
,1607,,
,17273,,
,2336,,
,24321,,
,18834,,
,19424,,
,5527,,
,11085,,
,8286,,
,17435,,
,19158,,
,28839,,
,2542,,
,17461,,
,8471,,
,60902,,
,17895,,
,18211,,
,17597,,
,10173,,
,14793,,
,2563,,
,21124,,
,3921,,
,3426,,
,39837,,
,6338,,
,1756,,
,17990,,
,32622,,
,16432,,
,17824,,
,8909,,
,55539,,
,21220,,
,21967,,
,7462,,
,4273,,
,3725,,
,4654,,
,65199,,
,11059,,
,31938,,
,3605,,
,23297,,
,14792,,
,16545,,
,8046,,
,10944,,
,15947,,
,39042,,
,11780,,
,8842,,
,11468,,
,15325,,
,2562,,
,2941,,
,47588,,
,27342,,
,6225,,
,34134,,
,46988,,
,15327,,
,6643,,
,4763,,
,33630,,
,4228,,
,5463,,
,13096,,
,16753,,
,42573,,
,45696,,
,19321,,
,1048,,
,4000,,
,9709,,
,32390,,
,19575,,
,14171,,
,19915,,
,20014,,
,23408,,
,8247,,
,14706,,
,13997,,
,10066,,
,29992,,
,15422,,
,30366,,
,6057,,
,3637,,
,17268,,
,4236,,
,13354,,
,19406,,
,11332,,
,6331,,
,2795,,
,6200,,
,6190,,
,32087,,
,20680,,
,7712,,
,30366,,
,9071,,
,10952,,
,22006,,
,3745,,
,3420,,
,14894,,
,47173,,
,10905,,
,25445,,
,22239,,
,9929,,
,22523,,
,9537,,
,40515,,
,20324,,
,14593,,
,4563,,
,9165,,
,1499,,
,14024,,
,3532,,
,10518,,
,23464,,
,20817,,
,22259,,
,14368,,
,3672,,
,21066,,
,12905,,
,17526,,
,16439,,
,16616,,
,9764,,
,21802,,
,4271,,
,15400,,
,10497,,
,5031,,
,30042,,
,21402,,
,18193,,
,24511,,
,16602,,
,5033,,
,13321,,
,16381,,
,1034,,
,15645,,
,17157,,
,11136,,
,153640,,
,7803,,
,12457,,
,3112,,
,4714,,
,21919,,
,5114,,
,7384,,
,15583,,
,17426,,
,17474,,
,35185,,
,20362,,
,13605,,
,18415,,
,8297,,
,22525,,
,17952,,
,12603,,
,22662,,
,5527,,
,3863,,
,1740,,
,24561,,
,17546,,
,8770,,
,19075,,
,17048,,
,33792,,
,8703,,
,2735,,
,3747,,
,13797,,
,8077,,
,3155,,
,23575,,
,51057,,
,23051,,
,44752,,
,10133,,
,18413,,
,17933,,
,51300,,
,19425,,
,9522,,
,12350,,
,2541,,
,45555,,
,21098,,
,7902,,
,3630,,
,36149,,
,3745,,
,9885,,
,6036,,
,90239,,
,22096,,
,9895,,
,16952,,
,13977,,
,8691,,
,44721,,
,33041,,
,20897,,
,77047,,
,3286,,
,15219,,
,15476,,
,17242,,
,3308,,
,6931,,
,10290,,
,11016,,
,15221,,
,16661,,
,1374,,
,13487,,
,7694,,
,20883,,
,15819,,
,6973,,
,3637,,
,35325,,
,15322,,
,3531,,
,4612,,
,25421,,
,12980,,
,5739,,
,2705,,
,19727,,
,17234,,
,18141,,
,91025,,
,13717,,
,2930,,
,349,,
,14277,,
,21748,,
,2676,,
,6318,,
,19857,,
,6384,,
,8685,,
,16812,,
,15566,,
,52667,,
,15153,,
,13226,,
,19671,,
,28987,,
,18410,,
,4725,,
,5092,,
,16995,,
,17993,,
,8894,,
,11048,,
,14477,,
,6031,,
,4675,,
,4640,,
,3702,,
,11606,,
,47782,,
,20265,,
,2638,,
,4469,,
,45245,,
,8079,,
,45937,,
,16048,,
,12188,,
,14706,,
,40867,,
,7462,,
,14634,,
,6769,,
,3637,,
,14709,,
,16525,,
,17073,,
,2336,,
,8837,,
,1832,,
,35847,,
,12669,,
,3930,,
,49290,,
,18868,,
,20706,,
,9220,,
,5883,,
,2039,,
,18740,,
,3207,,
,3318,,
,49052,,
,4100,,
,28698,,
,12952,,
,2821,,
,14492,,
,11055,,
,29886,,
,21221,,
,3724,,
,15319,,
,8535,,
,22947,,
,9304,,
,26396,,
,12942,,
,39938,,
,41612,,
,6959,,
